Sl,Station_Names,Year,Month,Max_Temp,Temperature,Min_Temp,Rainfall,Flood Occurrence
519,Barisal,1992,4,37.8,30,25.3,1,
520,Barisal,1992,5,35.5,30.4,23.9,205,
521,Barisal,1992,6,35,29.45,25.9,190,
522,Barisal,1992,7,35.5,30.7,25.5,299,1
523,Barisal,1992,8,34.3,29.9,25.3,326,1
524,Barisal,1992,9,34.8,30.05,25.4,210,
525,Barisal,1992,10,34,29.7,23.6,98,
526,Barisal,1992,11,32.5,28.05,18.8,8,
527,Barisal,1992,12,28,23.4,12.2,0,
528,Barisal,1993,1,28.5,20.35,11.6,1,
529,Barisal,1993,2,31.6,21.6,16.3,35,
530,Barisal,1993,3,35.5,25.9,18.4,173,
531,Barisal,1993,4,36,27.2,22.6,216,
532,Barisal,1993,5,34.5,28.55,23.8,352,1
533,Barisal,1993,6,34.4,29.1,25.5,384,1
534,Barisal,1993,7,33.2,29.35,25.5,408,1
535,Barisal,1993,8,33.8,29.65,25.7,556,1
536,Barisal,1993,9,34.6,30.15,25,245,
537,Barisal,1993,10,33.5,29.25,23.9,134,
538,Barisal,1993,11,31.2,27.55,18.9,12,
539,Barisal,1993,12,29.5,24.2,13.8,0,
540,Barisal,1994,1,29.6,21.7,12.2,4,
541,Barisal,1994,2,31,21.6,14.6,13,
542,Barisal,1994,3,34.8,24.7,21.3,92,
543,Barisal,1994,4,36.5,28.9,23.1,101,
544,Barisal,1994,5,36.2,29.65,25.1,178,
545,Barisal,1994,6,35.5,30.3,25.5,571,1
546,Barisal,1994,7,33.2,29.35,25.7,202,1
547,Barisal,1994,8,33,29.35,25.4,378,1
548,Barisal,1994,9,34.4,29.9,24.7,144,
549,Barisal,1994,10,34,29.35,23.3,87,
550,Barisal,1994,11,32.4,27.85,18.6,7,
551,Barisal,1994,12,30.1,24.35,12,0,
552,Barisal,1995,1,29,20.5,10.7,1,
553,Barisal,1995,2,31,20.85,15,62,
554,Barisal,1995,3,36.7,25.85,19.2,6,
555,Barisal,1995,4,38.2,28.7,24.6,12,
556,Barisal,1995,5,36.7,30.65,26.5,144,
557,Barisal,1995,6,34.6,30.55,25.6,657,1
558,Barisal,1995,7,34,29.8,25.1,517,1
559,Barisal,1995,8,34.7,29.9,25.5,342,1
560,Barisal,1995,9,34.7,30.1,25.1,208,
561,Barisal,1995,10,34,29.55,23.9,156,
562,Barisal,1995,11,33.2,28.55,19.5,153,
563,Barisal,1995,12,29.5,24.5,13.2,0,
564,Barisal,1996,1,29.4,21.3,12.4,0,
565,Barisal,1996,2,31.5,21.95,15,20,
566,Barisal,1996,3,35.2,25.1,22.3,12,
567,Barisal,1996,4,36.6,29.45,23.5,131,
568,Barisal,1996,5,36.6,30.05,25.3,94,
569,Barisal,1996,6,35.5,30.4,25.2,449,1
570,Barisal,1996,7,35,30.1,25.7,307,1
571,Barisal,1996,8,34.4,30.05,25.3,322,1
572,Barisal,1996,9,37.8,31.55,25.3,202,
573,Barisal,1996,10,35.4,30.35,23,270,1
574,Barisal,1996,11,33.6,28.3,18.3,4,
575,Barisal,1996,12,30.2,24.25,13.4,1,
576,Barisal,1997,1,28.2,20.8,10.7,1,
577,Barisal,1997,2,31.4,21.05,14.6,30,
578,Barisal,1997,3,35,24.8,21.1,79,
579,Barisal,1997,4,35.2,28.15,20.7,203,
580,Barisal,1997,5,35.6,28.15,24.2,235,1
581,Barisal,1997,6,35.4,29.8,25.3,205,1
582,Barisal,1997,7,33.7,29.5,25.4,406,1
583,Barisal,1997,8,35.6,30.5,25.8,191,
584,Barisal,1997,9,34,29.9,24.6,378,1
585,Barisal,1997,10,34.6,29.6,22,7,
586,Barisal,1997,11,33.6,27.8,18.9,11,
587,Barisal,1997,12,29.6,24.25,13.4,12,
588,Barisal,1998,1,29,21.2,11.8,148,
589,Barisal,1998,2,31.5,21.65,15.4,54,
590,Barisal,1998,3,34.5,24.95,17.9,273,1
591,Barisal,1998,4,35.6,26.75,22.5,251,1
592,Barisal,1998,5,36.5,29.5,24.5,179,
593,Barisal,1998,6,35.5,30,25.8,208,1
594,Barisal,1998,7,34.5,30.15,25.1,616,1
595,Barisal,1998,8,34.5,29.8,25.2,516,1
596,Barisal,1998,9,35.6,30.4,25.2,254,1
597,Barisal,1998,10,35.6,30.4,24.8,89,
598,Barisal,1998,11,33.5,29.15,20.9,270,1
599,Barisal,1998,12,31.5,26.2,14.5,0,
600,Barisal,1999,1,30,22.25,12.1,0,
601,Barisal,1999,2,34.8,23.45,15.1,0,
602,Barisal,1999,3,38,26.55,20.5,0,
603,Barisal,1999,4,36.6,28.55,24.9,20,
604,Barisal,1999,5,35.7,30.3,25,212,1
605,Barisal,1999,6,36.7,30.85,25.4,260,1
606,Barisal,1999,7,34,29.7,25.1,527,1
607,Barisal,1999,8,34,29.55,25.4,404,1
608,Barisal,1999,9,35.5,30.45,25.2,301,1
609,Barisal,1999,10,34,29.6,24.1,228,1
610,Barisal,1999,11,33.5,28.8,18.8,1,
611,Barisal,1999,12,29.8,24.3,13.9,2,
612,Barisal,2000,1,30,21.95,12.4,0,
613,Barisal,2000,2,29.2,20.8,14.3,16,
614,Barisal,2000,3,34.6,24.45,19.8,50,
615,Barisal,2000,4,35.3,27.55,23.2,135,
616,Barisal,2000,5,36.3,29.75,24.3,246,1
617,Barisal,2000,6,34.8,29.55,25,282,1
618,Barisal,2000,7,35.2,30.1,25.2,389,1
619,Barisal,2000,8,34.5,29.85,25.7,203,1
620,Barisal,2000,9,34.2,29.95,24.8,245,1
621,Barisal,2000,10,34.8,29.8,24.1,171,
622,Barisal,2000,11,33,28.55,19.2,10,
623,Barisal,2000,12,28.8,24,12.9,0,
624,Barisal,2001,1,29.5,21.2,10.1,0,
625,Barisal,2001,2,32.1,21.1,14.9,17,
626,Barisal,2001,3,35.6,25.25,19,4,
627,Barisal,2001,4,37.6,28.3,23.6,16,
628,Barisal,2001,5,35.6,29.6,23.7,282,1
629,Barisal,2001,6,34.5,29.1,25,641,1
630,Barisal,2001,7,33,29,25.3,556,1
631,Barisal,2001,8,33.7,29.5,26,191,
632,Barisal,2001,9,34.5,30.25,25.2,151,
633,Barisal,2001,10,35,30.1,24,305,1
634,Barisal,2001,11,32,28,20.5,67,
635,Barisal,2001,12,29.8,25.15,13.3,0,
636,Barisal,2002,1,29,21.15,13,19,
637,Barisal,2002,2,34,23.5,14.2,0,
638,Barisal,2002,3,36,25.1,19.8,36,
639,Barisal,2002,4,34.4,27.1,22.8,101,
640,Barisal,2002,5,35.4,29.1,24.1,324,1
641,Barisal,2002,6,35.4,29.75,25.6,541,1
642,Barisal,2002,7,34.5,30.05,25.9,716,1
643,Barisal,2002,8,34,29.95,26,272,1
644,Barisal,2002,9,35,30.5,25.5,315,1
645,Barisal,2002,10,34.2,29.85,23.6,53,
646,Barisal,2002,11,33,28.3,19.8,92,
647,Barisal,2002,12,30,24.9,14.7,0,
648,Barisal,2003,1,28.6,21.65,11.1,0,
649,Barisal,2003,2,31.5,21.3,16.1,4,
650,Barisal,2003,3,34.8,25.45,19.5,117,
651,Barisal,2003,4,35.6,27.55,24.8,104,
652,Barisal,2003,5,35.4,30.1,26,85,
653,Barisal,2003,6,36.5,31.25,25.7,521,1
654,Barisal,2003,7,34.2,29.95,26.5,243,1
655,Barisal,2003,8,34.2,30.35,26.7,186,
656,Barisal,2003,9,34.3,30.5,26.1,206,
657,Barisal,2003,10,34.2,30.15,24.8,301,1
658,Barisal,2003,11,32.5,28.65,18.1,0,
659,Barisal,2003,12,29.5,23.8,14.7,28,
660,Barisal,2004,1,29,21.85,13,0,
661,Barisal,2004,2,33.1,23.05,15.2,0,
662,Barisal,2004,3,36.4,25.8,21.8,11,
663,Barisal,2004,4,34.4,28.1,24.3,87,
664,Barisal,2004,5,36.8,30.55,25.8,126,
665,Barisal,2004,6,35.8,30.8,25.6,316,1
666,Barisal,2004,7,33.8,29.7,25.9,241,
667,Barisal,2004,8,33.4,29.65,26.1,478,1
668,Barisal,2004,9,34.2,30.15,25.5,1067,1
669,Barisal,2004,10,33.6,29.55,23.3,203,
670,Barisal,2004,11,30.8,27.05,18.1,0,
671,Barisal,2004,12,29.5,23.8,14.9,0,
672,Barisal,2005,1,29.5,22.2,12.5,11,
673,Barisal,2005,2,33.6,23.05,16.9,0,
674,Barisal,2005,3,36,26.45,22.1,138,
675,Barisal,2005,4,36.5,29.3,24.6,26,
676,Barisal,2005,5,36,30.3,25.4,85,
677,Barisal,2005,6,36.5,30.95,27.1,326,1
678,Barisal,2005,7,33.2,30.15,25.9,463,1
679,Barisal,2005,8,35.5,30.7,26.2,302,1
680,Barisal,2005,9,35.2,30.7,26,174,1
681,Barisal,2005,10,35,30.5,24.3,415,1
682,Barisal,2005,11,32,28.15,18.4,0,
683,Barisal,2005,12,30,24.2,14,3,
684,Barisal,2006,1,29.6,21.8,12.1,0,
685,Barisal,2006,2,35.6,23.85,18.4,0,
686,Barisal,2006,3,37.5,27.95,21,4,
687,Barisal,2006,4,36.6,28.8,24.1,41,
688,Barisal,2006,5,36.2,30.15,25.4,274,1
689,Barisal,2006,6,36.5,30.95,26.6,352,1
690,Barisal,2006,7,33.5,30.05,26.2,384,1
691,Barisal,2006,8,33.7,29.95,25.9,378,1
692,Barisal,2006,9,35,30.45,25.9,522,1
693,Barisal,2006,10,34.8,30.35,24.4,41,
694,Barisal,2006,11,32.9,28.65,19.4,2,
695,Barisal,2006,12,29.8,24.6,13.9,0,
696,Barisal,2007,1,29.4,21.65,11.2,0,
697,Barisal,2007,2,31.2,21.2,16,72,
698,Barisal,2007,3,35.5,25.75,18.4,33,
699,Barisal,2007,4,35.2,26.8,23.8,50,
700,Barisal,2007,5,37,30.4,25.7,146,
701,Barisal,2007,6,35,30.35,26.3,471,1
702,Barisal,2007,7,33.5,29.9,25.9,560,1
703,Barisal,2007,8,35,30.45,26.4,218,1
704,Barisal,2007,9,34.8,30.6,25.8,326,1
705,Barisal,2007,10,35.5,30.65,23.6,357,1
706,Barisal,2007,11,31.6,27.6,20.2,95,
707,Barisal,2007,12,28.8,24.5,13.9,0,
708,Barisal,2008,1,30,21.95,13.2,41,
709,Barisal,2008,2,30,21.6,14.2,24,
710,Barisal,2008,3,35,24.6,21.9,22,
711,Barisal,2008,4,37.2,29.55,24,16,
712,Barisal,2008,5,36.8,30.4,25.4,64,
713,Barisal,2008,6,35.5,30.45,26,239,1
714,Barisal,2008,7,33.4,29.7,25.9,550,1
715,Barisal,2008,8,33.5,29.7,26.1,357,1
716,Barisal,2008,9,34.5,30.3,25.8,210,1
717,Barisal,2008,10,34.5,30.15,23.5,341,1
718,Barisal,2008,11,32.4,27.95,18.4,0,
719,Barisal,2008,12,29.7,24.05,15.4,0,
720,Barisal,2009,1,29,22.2,13.6,0,
721,Barisal,2009,2,33.6,23.6,16,20,
722,Barisal,2009,3,35,25.5,21.1,13,
723,Barisal,2009,4,37,29.05,25.1,112,
724,Barisal,2009,5,36,30.55,25.6,133,
725,Barisal,2009,6,37,31.3,27,139,
726,Barisal,2009,7,34.5,30.75,26.2,542,1
727,Barisal,2009,8,35.5,30.85,26.1,518,1
728,Barisal,2009,9,35.4,30.75,26.1,168,
729,Barisal,2009,10,34.2,30.15,23.3,162,
730,Barisal,2009,11,34,28.65,19.3,13,
731,Barisal,2009,12,29.5,24.4,13.1,0,
732,Barisal,2010,1,28.9,21,10.8,0,
733,Barisal,2010,2,32.6,21.7,15.6,1,
734,Barisal,2010,3,36.9,26.25,22.9,1,
735,Barisal,2010,4,37.2,30.05,26.5,10,
736,Barisal,2010,5,36.3,31.4,25.8,212,1
737,Barisal,2010,6,35.1,30.45,26.4,481,1
738,Barisal,2010,7,34,30.2,26.7,251,1
739,Barisal,2010,8,35.5,31.1,26.8,156,
740,Barisal,2010,9,33.8,30.3,26.2,184,
741,Barisal,2010,10,35.6,30.9,25,275,1
742,Barisal,2010,11,33,29,20.5,64,
743,Barisal,2010,12,30.3,25.4,13.5,27,
744,Barisal,2011,1,29,21.25,10.9,0,
745,Barisal,2011,2,31.5,21.2,15.3,0,
746,Barisal,2011,3,35.5,25.4,20.1,34,
747,Barisal,2011,4,35.7,27.9,23,105,
748,Barisal,2011,5,36.2,29.6,25.2,153,
749,Barisal,2011,6,35.6,30.4,26.3,481,1
750,Barisal,2011,7,35,30.65,26.4,314,1
751,Barisal,2011,8,35.6,31,25.9,428,1
752,Barisal,2011,9,35.5,30.7,25.9,337,1
753,Barisal,2011,10,35,30.45,24.5,56,
754,Barisal,2011,11,32.5,28.5,18.4,1,
755,Barisal,2011,12,30.6,24.5,14.3,0,
756,Barisal,2012,1,28.8,21.55,13,31,
757,Barisal,2012,2,34.2,23.6,14.3,2,
758,Barisal,2012,3,35.8,25.05,21.8,11,
759,Barisal,2012,4,37.3,29.55,23.7,223,1
760,Barisal,2012,5,36.6,30.15,25.9,105,
761,Barisal,2012,6,36.7,31.3,27.2,205,1
762,Barisal,2012,7,34.2,30.7,26.5,275,1
763,Barisal,2012,8,34.6,30.55,26.2,270,1
764,Barisal,2012,9,35,30.6,26,381,1
765,Barisal,2012,10,34.6,30.3,23.3,70,
766,Barisal,2012,11,32.7,28,18.7,44,
767,Barisal,2012,12,28.8,23.75,12.7,0,
768,Barisal,2013,1,28.7,20.7,10.6,0,
769,Barisal,2013,2,32.3,21.45,14.8,6,
770,Barisal,2013,3,36.2,25.5,21,5,
771,Barisal,2013,4,36.2,28.6,24,64,
772,Barisal,2013,5,37.5,30.75,24.8,701,1
773,Barisal,2013,6,36,30.4,26.8,277,1
774,Barisal,2013,7,33,29.9,26.5,377,1
775,Barisal,2013,8,34,30.25,26.2,398,1
776,Barisal,2013,9,35,30.6,26,312,1
777,Barisal,2013,10,34.2,30.1,24.4,181,
778,Barisal,2013,11,32.2,28.3,17.7,0,
779,Barisal,2013,12,29.5,23.6,14.2,0,
780,Bhola,1966,1,26.8,20.5,12.4,1,
781,Bhola,1966,2,33.2,22.8,15.3,0,
782,Bhola,1966,3,32.9,24.1,20.6,44,
783,Bhola,1966,4,36,28.3,23.7,23,
784,Bhola,1966,5,37.2,30.45,25,121,
785,Bhola,1966,6,32.9,28.95,25.5,348,
786,Bhola,1966,7,32.9,29.2,25.8,194,
787,Bhola,1966,8,31.8,28.8,25.3,545,1
788,Bhola,1966,9,32.9,29.1,24.3,373,1
789,Bhola,1966,10,32.9,28.6,23,175,
790,Bhola,1966,11,31.4,27.2,19.9,21,
791,Bhola,1966,12,27.9,23.9,13.9,42,
792,Bhola,1967,1,27.4,20.65,13.4,14,
793,Bhola,1967,2,33.3,23.35,16.8,0,
794,Bhola,1967,3,32.8,24.8,20,60,
795,Bhola,1967,4,36.4,28.2,22.7,80,
796,Bhola,1967,5,34.5,28.6,25.2,95,
797,Bhola,1967,6,34.3,29.75,25.4,258,
798,Bhola,1967,7,32.8,29.1,25.4,572,1
799,Bhola,1967,8,32.9,29.15,25.4,606,1
800,Bhola,1967,9,32.4,28.9,25.2,334,
801,Bhola,1967,10,32.4,28.8,22.7,441,1
802,Bhola,1967,11,29.1,25.9,16.5,1,
803,Bhola,1967,12,28.3,22.4,14.4,0,
804,Bhola,1968,1,27.6,21,12.3,0,
805,Bhola,1968,2,29.8,21.05,15,86,
806,Bhola,1968,3,34.9,24.95,19.6,0,
807,Bhola,1968,4,35.2,27.4,22.9,0,
808,Bhola,1968,5,36.9,29.9,25.2,0,
809,Bhola,1968,6,32,28.6,24.7,0,
810,Bhola,1968,7,32.7,28.7,25.8,505,1
811,Bhola,1968,8,33.1,29.45,25.7,374,1
812,Bhola,1968,9,33.4,29.55,26.1,122,
813,Bhola,1968,10,32.3,29.2,23.6,162,
814,Bhola,1968,11,29.6,26.6,18.3,6,
815,Bhola,1968,12,28.6,23.45,13.5,0,
816,Bhola,1969,1,26.4,19.95,11,2,
817,Bhola,1969,2,33.8,22.4,15.9,0,
818,Bhola,1969,3,35.2,25.55,21.2,399,
819,Bhola,1969,4,35.6,28.4,23.6,320,1
820,Bhola,1969,5,35.7,29.65,25.4,45,
821,Bhola,1969,6,32.4,28.9,24.6,584,
822,Bhola,1969,7,31.4,28,25.6,662,1
823,Bhola,1969,8,32.1,28.85,25,597,1
824,Bhola,1969,9,33.6,29.3,25.2,456,1
825,Bhola,1969,10,33.9,29.55,23.6,53,1
826,Bhola,1969,11,31.3,27.45,19.2,0,
827,Bhola,1969,12,28.6,23.9,13.3,0,
828,Bhola,1970,1,26.9,20.1,11.6,0,
829,Bhola,1970,2,30.8,21.2,14.1,26,
830,Bhola,1970,3,35.2,24.65,19.5,4,
831,Bhola,1970,4,36.3,27.9,23.1,70,
832,Bhola,1970,5,35.7,29.4,25.5,69,
833,Bhola,1970,6,34.7,30.1,24.3,402,1
834,Bhola,1970,7,34.1,29.2,26,416,1
835,Bhola,1970,8,33.8,29.9,26.2,287,
836,Bhola,1970,9,32.7,29.45,24.8,503,1
837,Bhola,1970,10,31.4,28.1,24.6,288,
838,Bhola,1970,11,31.5,28.05,20.1,9,
839,Bhola,1970,12,27.4,23.75,13.8,0,
840,Bhola,1971,1,27.3,20.55,13.2,0,
841,Bhola,1971,2,30.9,22.05,14.6,0,
842,Bhola,1971,3,34.8,24.7,18.2,0,
843,Bhola,1971,4,33.4,25.8,23.7,85,
844,Bhola,1971,5,34.4,29.05,24.7,283,
845,Bhola,1971,6,31.9,28.3,25.2,584,1
846,Bhola,1971,7,32.4,28.8,25.2,409,1
847,Bhola,1971,8,30.9,28.05,24.8,381,
848,Bhola,1971,9,34.1,29.45,25.4,409,1
849,Bhola,1971,10,32.9,29.15,24.3,107,
850,Bhola,1971,11,31.1,27.7,17.8,175,
851,Bhola,1971,12,28.6,23.2,13.7,0,
852,Bhola,1972,1,28.9,21.3,12.1,0,
853,Bhola,1972,2,30.8,21.45,13.1,13,
854,Bhola,1972,3,35.2,24.15,20.2,0,
855,Bhola,1972,4,35.5,27.85,23.4,59,
856,Bhola,1972,5,35.4,29.4,26.1,64,
857,Bhola,1972,6,35.2,30.65,25.7,512,1
858,Bhola,1972,7,34.8,30.25,26.2,242,
859,Bhola,1972,8,32.4,29.3,25,586,1
860,Bhola,1972,9,34.4,29.7,26.1,42,
861,Bhola,1972,10,34.5,30.3,23.4,167,
862,Bhola,1972,11,32.8,28.1,19.1,0,
863,Bhola,1972,12,32.6,25.85,13.6,0,
864,Bhola,1973,1,27.9,20.75,12.7,2,
865,Bhola,1973,2,34.3,23.5,16.2,13,
866,Bhola,1973,3,35.2,25.7,18.8,103,
867,Bhola,1973,4,37.4,28.1,25.4,60,
868,Bhola,1973,5,34.1,29.75,24.1,500,1
869,Bhola,1973,6,32.5,28.3,25.6,434,1
870,Bhola,1973,7,32.3,28.95,25.9,445,1
871,Bhola,1973,8,31.7,28.8,25.5,305,
872,Bhola,1973,9,32.1,28.8,25.5,270,
873,Bhola,1973,10,31.9,28.7,23.8,148,
874,Bhola,1973,11,31.5,27.65,19.7,197,
875,Bhola,1973,12,28.4,24.05,14.1,151,
876,Bhola,1974,1,27.6,20.85,12.2,0,
877,Bhola,1974,2,34.2,23.2,14,0,
878,Bhola,1974,3,36.3,25.15,21.2,218,
879,Bhola,1974,4,33.4,27.3,23,87,
880,Bhola,1974,5,35.9,29.45,18.9,207,
881,Bhola,1974,6,33.6,26.25,22.8,433,1
882,Bhola,1974,7,31.7,27.25,22.2,817,1
883,Bhola,1974,8,33.4,27.8,25.7,437,1
884,Bhola,1974,9,35,30.35,24.4,341,
885,Bhola,1974,10,35.2,29.8,24.8,201,
886,Bhola,1974,11,33.1,28.95,21.4,53,
887,Bhola,1974,12,27.9,24.65,13.3,0,
888,Bhola,1975,1,27.9,20.6,12.1,0,
889,Bhola,1975,2,32.5,22.3,15.7,16,
890,Bhola,1975,3,36.1,25.9,20.9,0,
891,Bhola,1975,4,35.9,28.4,24.3,0,
892,Bhola,1975,5,35.6,29.95,24.5,161,
893,Bhola,1975,6,34.9,29.7,25,428,1
894,Bhola,1975,7,32.4,28.7,24.5,597,1
895,Bhola,1975,8,37.6,31.05,25.2,252,
896,Bhola,1975,9,34.1,29.65,24.8,320,
897,Bhola,1975,10,34.4,29.6,24.1,263,
898,Bhola,1975,11,34.9,29.5,18,149,
899,Bhola,1975,12,28.7,23.35,11.5,0,
900,Bhola,1976,1,28.9,20.2,11.2,0,
901,Bhola,1976,2,32.9,22.05,14.9,45,
902,Bhola,1976,3,35.9,25.4,20.4,1,
903,Bhola,1976,4,35.9,28.15,22.4,86,
904,Bhola,1976,5,37.2,29.8,23.3,281,
905,Bhola,1976,6,32.9,28.1,24,414,1
906,Bhola,1976,7,32.4,28.2,24.6,530,1
907,Bhola,1976,8,32.4,28.5,24.4,669,1
908,Bhola,1976,9,34.4,29.4,24.8,212,
909,Bhola,1976,10,33.9,29.35,22.9,153,
910,Bhola,1976,11,34,28.45,20.4,42,
911,Bhola,1976,12,30.3,25.35,13,0,
912,Bhola,1977,1,28.9,20.95,12,60,
913,Bhola,1977,2,31.4,21.7,15,64,
914,Bhola,1977,3,34.9,24.95,21.1,0,
915,Bhola,1977,4,33,27.05,22.3,436,
916,Bhola,1977,5,34.2,28.25,23.9,319,
917,Bhola,1977,6,33.4,28.65,25.2,672,1
918,Bhola,1977,7,33.2,29.2,25.9,462,1
919,Bhola,1977,8,33.9,29.9,25.9,309,
920,Bhola,1977,9,34.9,30.4,25.4,327,
921,Bhola,1977,10,33.4,29.4,22.9,89,
922,Bhola,1977,11,32.4,27.65,20.1,137,
923,Bhola,1977,12,30.1,25.1,14.3,0,
924,Bhola,1978,1,27.4,20.85,11,0,
925,Bhola,1978,2,32.9,21.95,14.4,0,
926,Bhola,1978,3,34.7,24.55,18.4,1,
927,Bhola,1978,4,35.4,26.9,23.1,189,
928,Bhola,1978,5,36.8,29.95,24.5,517,1
929,Bhola,1978,6,32.9,28.7,25.4,512,1
930,Bhola,1978,7,36.3,30.85,25.4,513,1
931,Bhola,1978,8,34.7,30.05,25.5,586,1
932,Bhola,1978,9,33.5,29.5,25.2,438,
933,Bhola,1978,10,33.2,29.2,24.5,116,
934,Bhola,1978,11,31.9,28.2,19.7,6,
935,Bhola,1978,12,30.1,24.9,13.5,0,
936,Bhola,1979,1,26.8,20.15,12.4,0,
937,Bhola,1979,2,30,21.2,15.5,0,
938,Bhola,1979,3,32.9,24.2,20.6,0,
939,Bhola,1979,4,33.4,27,23.8,0,
940,Bhola,1979,5,33.1,28.45,24.8,0,
941,Bhola,1979,6,32.5,28.65,25.6,0,
942,Bhola,1979,7,31.1,28.35,25.7,0,
943,Bhola,1979,8,31.3,28.5,25.8,0,
944,Bhola,1979,9,32.1,28.95,25.5,0,
945,Bhola,1979,10,31.9,28.7,23.8,0,
946,Bhola,1979,11,31.1,27.45,19.3,0,
947,Bhola,1979,12,28,23.65,14,0,
948,Bhola,1980,1,29.6,21.8,12.7,0,
949,Bhola,1980,2,31.7,22.2,15.8,144,
950,Bhola,1980,3,35.2,25.5,21.6,144,
951,Bhola,1980,4,36.8,29.2,25.4,42,
952,Bhola,1980,5,35,30.2,24.6,749,1
953,Bhola,1980,6,33.9,29.25,26.3,435,
954,Bhola,1980,7,31.9,29.1,25.9,678,1
955,Bhola,1980,8,33.9,29.9,26.3,308,
956,Bhola,1980,9,33.3,29.8,26.3,180,
957,Bhola,1980,10,33.6,29.95,23.8,322,
958,Bhola,1980,11,33.8,28.8,18.5,0,
959,Bhola,1980,12,28.3,23.4,15,0,
960,Bhola,1981,1,28,21.5,13.8,51,
961,Bhola,1981,2,33,23.4,16.3,16,
962,Bhola,1981,3,33.7,25,20.1,129,
963,Bhola,1981,4,34.1,27.1,22.7,415,
964,Bhola,1981,5,33.3,28,24.6,258,
965,Bhola,1981,6,34.4,29.5,25.9,553,1
966,Bhola,1981,7,32.2,29.05,25.6,568,1
967,Bhola,1981,8,33.2,29.4,26.2,378,
968,Bhola,1981,9,35.6,30.9,25.6,265,
969,Bhola,1981,10,33.4,29.5,23.5,4,
970,Bhola,1981,11,32.5,28,18.1,0,
971,Bhola,1981,12,29.2,23.65,13.9,26,
972,Bhola,1982,1,29.9,21.9,13.1,0,
973,Bhola,1982,2,30.4,21.75,16.4,5,
974,Bhola,1982,3,35.1,25.75,19.9,2,
975,Bhola,1982,4,35.6,27.75,23.4,22,
976,Bhola,1982,5,38,30.7,25.7,9,
977,Bhola,1982,6,35.6,30.65,25.7,331,
978,Bhola,1982,7,33.4,29.55,26.6,270,
979,Bhola,1982,8,31.4,29,25.9,579,1
980,Bhola,1982,9,33.9,29.9,25.9,243,
981,Bhola,1982,10,34,29.95,24,11,
982,Bhola,1982,11,32.5,28.25,18.6,29,
983,Bhola,1982,12,28.3,23.45,13.5,0,
984,Bhola,1983,1,30,21.75,13,6,
985,Bhola,1983,2,31,22,15.8,33,
986,Bhola,1983,3,34.4,25.1,22.4,17,
987,Bhola,1983,4,36.6,29.5,23.6,239,
988,Bhola,1983,5,36.5,30.05,24.6,430,
989,Bhola,1983,6,35.4,30,26,574,1
990,Bhola,1983,7,34.4,30.2,26.5,521,1
991,Bhola,1983,8,34,30.25,25.9,501,1
992,Bhola,1983,9,34,29.95,25.9,351,
993,Bhola,1983,10,34.5,30.2,23.6,401,
994,Bhola,1983,11,32.5,28.05,19.6,6,
995,Bhola,1983,12,28.3,23.95,13.6,41,
996,Bhola,1984,1,29,21.3,12.4,9,
997,Bhola,1984,2,33.2,22.8,13.8,0,
998,Bhola,1984,3,36.6,25.2,20.3,0,
999,Bhola,1984,4,36.2,28.25,24.2,58,
1000,Bhola,1984,5,35.4,29.8,25.5,230,
1001,Bhola,1984,6,35.6,30.55,25.8,904,1
1002,Bhola,1984,7,33.5,29.65,25.6,444,1
1003,Bhola,1984,8,34.8,30.2,25.6,467,1
1004,Bhola,1984,9,33.8,29.7,24.9,292,
1005,Bhola,1984,10,36.5,30.7,24.2,145,
1006,Bhola,1984,11,31.4,27.8,17.1,0,
1007,Bhola,1984,12,30,23.55,13.9,0,
1008,Bhola,1985,1,30,21.95,13,3,
1009,Bhola,1985,2,31.6,22.3,15.2,3,
1010,Bhola,1985,3,35.5,25.35,22.7,67,
1011,Bhola,1985,4,36.3,29.5,24.9,80,
1012,Bhola,1985,5,35.6,30.25,24.3,253,
1013,Bhola,1985,6,35.4,29.85,26.3,320,
1014,Bhola,1985,7,34.8,30.55,25.5,298,
1015,Bhola,1985,8,34,29.75,26.2,285,
1016,Bhola,1985,9,33.8,30,25.5,214,
1017,Bhola,1985,10,34.4,29.95,23.1,52,
1018,Bhola,1985,11,32.5,27.8,18.1,24,
1019,Bhola,1985,12,30,24.05,14.4,0,
1020,Bhola,1986,1,29.5,21.95,12.6,10,
1021,Bhola,1986,2,32,22.3,15.6,0,
1022,Bhola,1986,3,37.5,26.55,20.9,0,
1023,Bhola,1986,4,34.7,27.8,23.5,238,
1024,Bhola,1986,5,36.5,30,23.9,277,
1025,Bhola,1986,6,35.9,29.9,26.5,293,
1026,Bhola,1986,7,35.1,30.8,25.8,451,1
1027,Bhola,1986,8,35.8,30.8,26.2,381,
1028,Bhola,1986,9,34.6,30.4,24.9,563,1
1029,Bhola,1986,10,33.7,29.3,23,159,
1030,Bhola,1986,11,33.6,28.3,20.1,266,
1031,Bhola,1986,12,29.5,24.8,15,0,
1032,Bhola,1987,1,29.8,22.4,12.9,1,
1033,Bhola,1987,2,33.2,23.05,15.9,0,
1034,Bhola,1987,3,37.2,26.55,20.6,20,
1035,Bhola,1987,4,37.6,29.1,24.1,214,
1036,Bhola,1987,5,37.4,30.75,25.1,139,
1037,Bhola,1987,6,35.4,30.25,26.7,282,
1038,Bhola,1987,7,34.2,30.45,26,660,1
1039,Bhola,1987,8,34.2,30.1,25.9,893,1
